idx,UID,district_coords,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,HSG,CEC,PH,OC,idx_matched,UID_matched,district_coords_matched,lat_matched,lon_matched,dist_closest_lin_matched,dist_closest_river_matched,dist_closest_road_matched,dist_closest_upstream_forest_matched,elevation_matched,slope_matched,flow_accumulation_matched,proximity_water_matched,drainage_density_matched,HSG_matched,CEC_matched,PH_matched,OC_matched
12,22,bhagalpur,25.10398797,87.28093885,-0.1329471570250698,0.8554192700700249,-1.468596022652814,1.745489841189496,-0.7567741022576927,0.7497681065550034,-0.9528332996853937,0.7760269122787956,0.467675840158248,13.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,4079,6017,purba champaran,26.55101078,84.62062603,-0.1815482460422825,1.6115746445786587,-0.6584141489322439,-0.4500667861159898,-0.3778205482622244,-0.1820764404818565,-0.9528332996853937,-1.2104683779899408,-0.3056440364897544,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364
25,41,darbhanga,26.1769845,86.2418658,-0.0365363696655581,0.4222031077599137,-0.8052083499360748,-1.9244251033777249,-0.5825213944374255,1.012488253317898,0.4497187345075072,1.1800992682347469,0.6963673728612259,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,2939,4353,jamui,24.88203081,86.2545717,-0.5387029005602267,-0.3660495392351015,-0.6088331700803941,0.2466022170485522,0.0232276041559957,-0.3103323752848668,-0.9528332996853937,0.4054569652074021,0.5685483119243006,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
26,42,darbhanga,26.07667939,86.07990048,0.4350804736415619,-0.1620002775730088,-0.5159327902034743,-0.6152407647327839,-0.7724370395049159,-0.3402539544882246,0.8884679919307219,-0.0987965521387028,-0.011119933536131,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,3457,5094,jamui,24.98659471,86.38446809,-0.1560222288111636,2.051071200874257,0.5875527850185606,0.3247458037325679,0.4822727433542081,0.876652805086481,1.2903415514834276,-0.9610575714513696,1.1970851530511832,13.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
27,44,darbhanga,26.1313527,86.0594474,0.4122782609160108,-0.224108935717931,-1.3926323764510529,-1.9244251033777249,-0.6255913894000326,1.2140377346727678,0.4497187345075072,0.593458706190475,0.3715793100189897,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,6644,9716,bahraich,27.49451132,81.67666718,2.024747982051303,0.0806398495623888,-1.3108625672426308,0.1545006195990491,0.6285270749064185,-0.0453891924293762,-0.9528332996853937,-1.3041253267747592,0.1375849754749221,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1132,1644,banka,24.6951992,86.8777747,-0.4955138857828776,0.8238403241021695,1.270547653973784,1.0567467263722568,1.5330253569093186,0.2215094934140108,1.2136497948182694,-1.1756114453839794,1.5755602717302744,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713,6644,9716,bahraich,27.49451132,81.67666718,2.024747982051303,0.0806398495623888,-1.3108625672426308,0.1545006195990491,0.6285270749064185,-0.0453891924293762,-0.9528332996853937,-1.3041253267747592,0.1375849754749221,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1195,1731,deoria,26.65043333,83.67637,2.0262330936066246,0.9139881276489226,-1.461075837187673,0.6512137717044333,-0.1156143225362608,-0.2695544111667948,-0.9528332996853937,-0.6135809519267392,-0.5103033488914693,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364,6644,9716,bahraich,27.49451132,81.67666718,2.024747982051303,0.0806398495623888,-1.3108625672426308,0.1545006195990491,0.6285270749064185,-0.0453891924293762,-0.9528332996853937,-1.3041253267747592,0.1375849754749221,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1318,1914,gorakhpur,26.5360762,83.2169711,2.026430601155728,0.2939523653444968,0.2012198360029477,-1.013843864514992,-0.0471368076848784,0.8869876877915127,-0.9528332996853937,-1.2574379193484504,0.138639620219681,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,6644,9716,bahraich,27.49451132,81.67666718,2.024747982051303,0.0806398495623888,-1.3108625672426308,0.1545006195990491,0.6285270749064185,-0.0453891924293762,-0.9528332996853937,-1.3041253267747592,0.1375849754749221,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1330,1933,gorakhpur,26.4685386,83.3354979,2.0265464460914604,-0.3925775014455938,-1.1405708236689354,1.4816986425784728,-0.1353274114127202,-0.0448834020903906,-0.2215186852153114,-0.4595120561168562,-0.1487700212086032,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,6644,9716,bahraich,27.49451132,81.67666718,2.024747982051303,0.0806398495623888,-1.3108625672426308,0.1545006195990491,0.6285270749064185,-0.0453891924293762,-0.9528332996853937,-1.3041253267747592,0.1375849754749221,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
45,64,darbhanga,25.9366636,85.9950732,-0.6670534037100446,-0.3076534835672017,-1.6517809746024856,-0.4485518458373685,-0.731676614587883,0.6777695982827721,1.461714654353008,1.348312211382281,0.6450363989300602,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364,5544,8099,banka,24.67775392,86.66312549,-1.025872090409841,1.0711068332691738,1.1550001503485412,-0.0245380797494655,2.799685040691218,0.8291728482240963,0.4497187345075072,-1.415603090396194,1.842384467838196,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
46,65,darbhanga,26.0165747,86.1137661,-0.1363524875412058,-0.3174942005904568,-2.152093569901848,0.6246836402383014,-0.7426041306049351,0.9116592860289692,-0.9528332996853937,0.6894493754286729,0.3662034872008299,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,8632,12114,purba champaran,26.86631944,85.19518848,-0.3108331315776222,2.515034615127297,-1.892040425729195,0.9851615789642804,-0.0876250716961469,1.5197619016307184,0.1855435884480947,-1.6595883875676998,-2.3333903538937224,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
