idx,UID,district_coords,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,HSG,CEC,PH,OC
107,155,gopalganj,26.4061459,84.2386065,-0.2171482275524062,0.4502963707756036,0.8738731024920372,-1.9244251033777249,-0.3189654523283466,0.333199740343352,1.0515907317671025,-0.0268054240357994,0.6091017593665153,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364
119,173,gopalganj,26.4985985,84.4745,-0.3567642582073225,0.8604063194148311,0.4527687072301147,-1.9244251033777249,-0.3174463181877482,-0.5972972920795421,-0.9528332996853937,1.0650142254893131,-0.8520230352521103,13.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763
125,184,gopalganj,26.35606726,84.4763146,0.4372689146256024,2.225706290993488,-2.1001919393962867,0.3162626597116001,-0.3596273763477609,-0.5140612084074972,0.4497187345075072,0.3355900305519093,-0.7366184647331182,3.0,1.344582383514134,1.522115148824025,-0.8290421411757364
126,185,gopalganj,26.3931458,84.5014194,0.1414084955930577,2.058860566660848,0.4552813796531205,0.2988020247561015,-0.3384683051773383,-0.2252420626863987,-0.9528332996853937,0.8630366004359302,0.6213258406543686,3.0,1.344582383514134,1.522115148824025,-0.8290421411757364
129,188,gopalganj,26.33216173,84.73066084,-0.0138549319556703,0.9133181030961748,0.5255098076794401,-0.2752826004655634,-0.4145095139081051,-0.4888239499802735,1.2903415514834276,-0.2514657874842307,-0.3689412074986177,13.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763
131,193,gopalganj,26.2752774,84.6973282,-0.2293669837736479,0.6706063200726886,0.541982016304788,-0.6758193573933137,-0.4615113903379056,-0.7852562006218426,-0.9528332996853937,-1.4285703058439203,-0.5269456614500936,3.0,1.344582383514134,1.522115148824025,-0.8290421411757364
142,209,jamui,24.9369781,85.9628063,-0.4914129886076149,2.847580044458666,-0.4043608627086886,-0.2345490529647066,-0.3900786250592836,0.3317801653062485,-0.9528332996853937,-1.0928234879778589,0.7248409323373946,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
172,247,jamui,25.0030649,86.174622,-0.3012676000756678,0.7349495335071684,0.6130003557805677,0.5928285996529283,-0.3663472914858571,0.3680337087832416,-0.9528332996853937,0.0370231631376412,0.6202406934761503,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
186,268,jamui,25.0222005,86.2896239,-0.2782516826740248,1.6926267823321297,-0.053923085503207,-1.9244251033777249,0.2330262522011402,-0.103018049706928,-0.9528332996853937,0.1756520530352808,1.4653956495531226,3.0,0.1293737146177175,-0.3082697191233647,0.96162490117782
196,283,jamui,24.9628797,86.4918107,-1.2934801699231715,1.167314495975195,-1.7177643383008283,-1.9244251033777249,0.717353609558171,3.949338463066311,-0.2215186852153114,-0.7525160159775536,2.42697469687956,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
205,295,jamui,24.9309793,86.3328338,-0.2464593665253766,0.6713738117488799,0.093810686396613,1.6756728390020887,0.1991096605340624,-0.2629206818246076,-0.9528332996853937,0.1336530291765133,1.968640510139374,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
213,304,jamui,24.97199945,86.39976472,-0.2129483407415362,1.910596459805268,0.640986994874862,1.6740918296584266,0.5040420290840107,-0.1590128776180894,-0.2215186852153114,0.1599710243549441,1.2820011548533623,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
215,311,jamui,24.9551507,86.3848544,-0.1058398690921136,1.8499373159979648,1.38939068987091,-0.1283347336676739,0.3713197110278015,-0.3316265583371089,-0.2215186852153114,-0.1879982689118831,0.727292218808123,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
223,320,jamui,24.8909588,86.4093482,-0.8503844586882914,0.3152565191049387,0.3372857627128399,0.24146884310055,0.6413709851301135,0.0566492440337287,1.9153703162597848,-1.016864746277551,1.419781571105161,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
224,321,jamui,24.9001804,86.4459576,-0.338821235587471,1.197688673182698,-0.2709038549713455,0.8826910381285735,1.1377137961095254,0.6924660523848597,1.401444955492814,-0.7454898677193725,2.207587330697832,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
229,328,jamui,24.9662752,86.433489,-0.5982714602172461,1.4883796444774924,1.2635152870342417,0.8188871160894019,0.9456289852078992,0.5985224852779355,-0.9528332996853937,0.3827676235678133,1.55288032597904,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
232,334,jamui,24.9472118,86.4220167,-0.3795189167337793,1.8599766199494847,0.5054064614428587,0.1018507867074618,0.3431615581668421,0.4655029633197724,0.4497187345075072,-0.1242280071004165,2.09521266856913,13.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
238,349,jamui,24.80319667,86.400505,-0.6694129667293951,1.1010016461635734,1.162121477726953,0.0040878710013132,1.030351120262863,0.6891304580195176,1.5484146104687715,1.216121360641282,2.0636713037398886,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
242,356,jamui,24.8153975,86.4533324,-1.279347525853075,1.0874022257118434,0.6156625063029729,0.5979933207026837,1.4067582201922522,0.2860038115433277,-0.9528332996853937,-0.916821203193048,1.967879797935223,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
244,358,jamui,24.8291814,86.4084842,-0.4794448370259611,0.8489617029561521,-0.6241659602847426,2.134773184071026,1.1171715584386848,0.1983395076487582,-0.9528332996853937,1.1798953798868324,1.3693638215454436,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
248,363,jamui,24.874275,86.3635652,-0.4583782860035738,-0.9209691336286628,0.959681543006686,-0.6125674735535228,0.2904981021501153,0.1705004496948303,-0.9528332996853937,0.2862981289182827,1.602761972162807,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
252,370,jamui,24.77170833,86.35885833,-0.393603033437665,-1.535294301834989,-0.0941833255273345,1.2867685335285397,0.7413129211906437,1.817579926648404,-0.9528332996853937,1.1995283246946398,1.7511849647434028,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
253,371,jamui,24.78189833,86.32613,-0.3545988222589964,0.2455007612615902,1.6148556589878174,-0.1149318007102838,0.8352784911061556,0.5689916794351535,0.778033731487533,0.1186420253284627,1.4167914083099846,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
254,373,jamui,24.77462667,86.33452167,-0.3192012435846561,0.2057207716089086,1.2447764504403764,1.0854810929328178,1.1124517752035774,0.4406864732497563,-0.9528332996853937,0.629483999427082,1.034191990900731,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
256,376,jamui,24.8275904,86.359155,-0.2422899258188076,1.064064390797744,-0.6295334901231002,1.4507957173356822,0.5612978030465291,0.0432746562866654,0.8884679919307219,0.3321647342416342,1.1395205909003367,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
257,379,jamui,24.6947324,86.5206086,-1.0562091419097746,0.842981564194962,1.1279589901290823,-1.9244251033777249,3.0067439903025472,0.3581466273580651,-0.9528332996853937,0.3295046482632697,1.8748362840903887,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
263,387,jamui,24.8908143,86.4993138,-0.1672100898048058,1.7015108904715752,1.983061041605711,0.6824318667372262,1.219220048254225,0.902257838664605,-0.9528332996853937,-0.8585654848313348,1.7379570760998884,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
272,403,jamui,24.8300436,86.5344522,-1.1917803290769584,1.6616022237797374,1.9465845255443208,0.285507018902302,1.4316688335906398,-0.1877910686050405,1.8837277330227933,-1.4628855380161534,1.6675149411322268,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
273,404,jamui,24.8334087,86.5351315,-1.018200728329545,1.7162806371755557,1.9930978863212268,1.9984768911711408,1.6594909600675922,0.6940821226111175,-0.2215186852153114,-1.4570661142400283,2.018890034156983,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
274,405,jamui,24.8315737,86.5346469,-1.1161181108613152,1.688698346396781,1.9635056283402283,-0.4148356478227154,1.506198614852974,1.0407403429718325,1.2903415514834276,-1.4628855380161534,2.018890034156983,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
278,411,jamui,24.89376727,86.31311058,-0.6222668042600557,-0.0886738929063978,0.4471606468792089,-0.0788688028521632,0.2014334187134372,0.8028270748804424,-0.9528332996853937,0.3446819118100122,0.6737780100942046,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
287,422,jamui,24.805602,86.2402061,-0.132385978679507,0.7814284661580598,1.591955415340759,1.3580632918937243,0.3966409725238114,2.211976618511087,-0.2215186852153114,0.2409090493240018,2.093280847783374,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
288,423,jamui,24.7968353,86.2186906,-0.1891144682849595,0.484394798897499,1.7414726672181084,1.436920063556457,0.4649544721798037,-0.3336996773569518,0.778033731487533,-0.6481212349894684,1.5164613447448083,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
298,438,jamui,24.7627823,86.151692,-0.1838029935111133,1.061347373555795,1.6457832607209362,0.7031723927283475,0.9937965445251032,-0.124780661379446,-0.9528332996853937,0.6191998511154008,1.884790244875939,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
299,439,jamui,24.7828586,86.1575672,-0.3454297517208557,0.3929680461576997,0.9131560730198782,1.3814421397311496,0.7604248191708046,0.6058860888379285,-0.9528332996853937,-0.895632307247328,1.8044283488208488,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
300,440,jamui,24.7567525,86.1191645,-0.200510975578008,1.3461189403090974,1.7669108963731557,-0.2712552345623758,1.5860578583962126,0.4311840379186047,-0.2215186852153114,-1.0903721614270454,1.645619739805446,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
302,444,jamui,24.7662443,86.1429509,-0.1936398522179702,0.956556893898192,1.5505195956739564,-0.0052252280975252,1.0312611803785674,0.1943291066744737,-0.9528332996853937,0.3459042990864103,2.5456938651677947,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
303,445,jamui,24.7586214,86.1611465,-0.1588626294288745,1.225414926465915,1.8027173523239184,0.8195958449704105,0.9848035261075354,0.2382531779920368,0.6371153785055804,-0.8796559076825848,2.085665406896371,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
308,454,jamui,24.786653,86.2388509,-0.1999824771681204,1.1997303117991434,1.5431219923352293,1.14122462440091,0.4027222678415422,-0.009195517074496,-0.9528332996853937,-1.2292173243088935,1.4588810692191496,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
316,462,jamui,24.77620833,86.31876833,-0.4687249493186031,0.3700314120057588,1.374413172066491,0.6266919386105236,0.7751525409885949,0.5910218268053739,-0.9528332996853937,-0.8750205705726127,2.036430782028408,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
325,474,jamui,24.84955072,86.22921613,-0.1904382069122018,-0.1971890354392328,1.22814460474958,1.1592900028048991,0.1494685540860582,1.871804163815548,-0.2215186852153114,-0.2156760074966825,0.471240927608324,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
328,479,jamui,24.8184922,86.2021068,-0.4311311687218406,-1.0174347286546588,0.6499289744412572,0.1808821864716299,0.2605751296195838,-0.5948064341945584,-0.9528332996853937,0.8943602184177122,1.5389240761971654,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
331,482,jamui,24.8522259,86.21180544,-0.3365167776863194,-0.3635455105132096,0.5997603272274774,0.4391362488720249,0.1224783982070523,-0.0192716898003691,0.6371153785055804,0.0673138650765149,1.2454499964074732,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
335,487,jamui,24.75138936,86.19475988,-0.0734469311276057,1.5578398773351807,1.652983303141493,0.7964243105552433,1.0001804866209798,-0.47649712913511,-0.9528332996853937,0.8099028474145537,1.864986771031534,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
336,488,jamui,24.770985,86.21269063,-0.1090711042047623,1.1550846629269167,1.150396611329337,1.414669904326693,0.6241249727676816,-0.4147447658125537,-0.9528332996853937,0.0557572772013925,1.6484435256908443,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
341,493,jamui,24.73362377,86.36938477,-0.9770730303863332,0.9488571033118992,1.055643879900578,0.9830211454151264,1.0648719866855618,-0.0870794217456935,-0.9528332996853937,1.3689044680185818,2.4743024574982333,3.0,-1.3011159140938202,-1.429850515330716,-1.1755232335749537
345,498,jamui,24.7535635,86.2475073,-0.3649839611065274,1.2373103675622967,-1.0338160073615008,-0.6725212613191324,0.7915837547461876,0.0996930339831285,1.4232343579305564,0.970003076234738,1.2307237912597924,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
346,499,jamui,24.7537559,86.2464894,-0.3536105137832176,1.26131962830774,-0.8506999090065599,0.2857323362283183,0.7646257532992743,-0.2022881138467164,-0.9528332996853937,0.9819879434816028,1.2307237912597924,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
352,508,jamui,24.66769738,86.3361987,-1.0932622704086603,-0.7811856394958449,0.2894548560570004,0.9029754746926516,1.2609386434893002,-0.3852875251990977,-0.9528332996853937,0.6355857143505573,2.2391915490263234,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
353,509,jamui,24.64085896,86.33584663,-1.6544577345753344,-0.7603882438965082,0.8400307329798994,0.3883594219566413,1.5294882695343646,-0.1112753525622864,0.1855435884480947,0.0680292808800061,1.823034833231019,13.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
354,510,jamui,24.64081684,86.33607422,-1.6544577345753344,-0.7603882438965082,0.8400307329798994,0.3883594219566413,1.5294882695343646,-0.1112753525622864,-0.9528332996853937,-0.0010986596395362,1.823034833231019,13.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
362,521,jamui,24.69904756,86.29370453,-0.5408529127708598,-0.2020546165145162,1.0641926049368136,0.9028671483697492,0.9897154778829844,1.4587680029792018,-0.9528332996853937,0.4572242605752296,1.891792864145261,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
368,532,jamui,24.6622841,86.2866238,-0.4032828963173331,0.9793083875157422,1.8966913694392944,0.4617955520903694,1.5856388732603104,0.1942249491934468,0.4497187345075072,0.985511464922466,1.6234241357248995,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
371,536,jamui,24.6842387,86.3812404,-0.6461001835703222,1.3448992267938054,1.5658302726943112,0.5111470921073339,2.144877451157924,1.467609285591904,0.1855435884480947,0.2824150505809286,2.4354247952639496,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
379,548,jamui,24.6641564,86.263661,-0.1834092096168889,1.4537887136720622,1.9719395313924823,1.4005824892977838,1.3312561582417903,1.8662953933517223,0.8884679919307219,-0.3875496163952757,1.5274181885698532,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
380,551,jamui,24.6335563,86.2733966,-0.3321475066469053,1.2994552049119157,2.355083888292989,0.6907685884382531,1.9049442443462776,0.8942275929983976,-0.2215186852153114,-1.072228858754788,2.3776892346224976,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
383,555,jamui,24.6405119,86.2471619,-0.1958469233271395,1.511758936806758,1.9950531548056585,0.1098870819541019,1.6927681043547704,0.0712046888933743,0.1855435884480947,-0.7120715449215375,2.6905258894456834,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
384,557,jamui,24.6506988,86.244665,-0.1418793897040098,1.6573845527452828,1.7766643891743137,0.9353775638678558,1.6044203772167749,1.100317400475948,-0.9528332996853937,-0.0573163319718606,1.985985302983727,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
386,559,jamui,24.650476,86.2445881,-0.1424872560920204,1.652939099163396,1.7816333864290228,0.9353775638678558,1.6044203772167749,1.100317400475948,0.778033731487533,-0.0781773361125351,1.985985302983727,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
388,564,jamui,24.74512923,86.21693601,-0.1102024234524706,1.7189366988662669,1.1576318557673448,-0.2712266495876612,0.8222568264707154,0.5992266386327104,-0.2215186852153114,-0.2241687758972431,1.5422174146946035,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
393,573,jamui,24.67393983,86.22471494,-0.1796309502786881,1.893336243977704,0.485458056021149,0.7034651182731858,1.514008664757363,1.0308033012897533,-0.9528332996853937,0.2214042120383372,1.979652812934345,13.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
410,594,jamui,24.59902316,86.47347584,-0.0227495178355217,-0.6631192723648031,0.1231759343638516,0.9659213913316071,4.149379089299342,-0.3543862955591179,-0.9528332996853937,0.4603860015823233,0.8665071737486739,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
422,610,jamui,24.4925876,86.39462071,-1.11922026667339,-0.9078571977061888,1.720033223163831,0.4684266818504225,4.150546791163197,0.7066385720402678,0.6371153785055804,-1.3502840335735562,2.005406109935644,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
427,619,jamui,24.5175312,86.457632,-0.434891914696062,-1.330714116137102,-0.4211097384294606,0.5435300343559312,3.653089382296832,0.514945705187361,-0.9528332996853937,-0.904229018203991,2.412010942477362,13.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
428,622,jamui,24.5269727,86.4644739,-0.3101953159336293,-0.2307258326461059,0.6328062137712628,-0.2706914214589773,3.8430611936955192,0.8935649069507254,-0.9528332996853937,-0.4378962728253165,2.3458539372526483,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
429,624,jamui,24.5072654,86.4958009,-0.1574836497646468,0.1496319273770704,-1.2094291771393484,1.9731137145566648,3.5572271342525603,0.5762728808109303,1.652716682240036,-0.8019784696292848,2.0372219966660183,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
432,628,jamui,24.5100372,86.4972071,-0.1444616200186436,0.3071507348041763,-0.3691589436635815,1.5554136530922489,3.610907703179154,1.179701423185174,0.4497187345075072,-1.4926139356003754,1.546089375111603,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
434,630,jamui,24.5100449,86.4966031,-0.1477746860206688,0.3159917605052616,-0.2813194234550629,1.5554136530922489,3.610907703179154,1.179701423185174,-0.9528332996853937,-1.4885878878817709,1.933276173649901,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
442,642,jamui,24.5728717,86.5177483,0.0896920295212584,-0.0194926704737726,-0.6196563865302687,0.3885644865048061,4.009211521486102,0.6261860479112558,0.1855435884480947,1.1710842531805823,1.5726477514929935,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
449,653,jamui,24.4870443,86.435328,-2.5851858486639907,0.4553220510193203,1.7935575547065372,0.4271231832590729,3.8722684539547982,0.783407285676141,-0.9528332996853937,-1.616385563928344,1.941994323722267,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
455,661,jamui,24.5522296,86.3317997,-0.4226195695061467,0.7694210144748768,1.017719262026642,1.538623501519632,4.029054736322983,0.3325108485410515,-0.2215186852153114,-0.4047368386022629,1.5457335133879109,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
459,666,jamui,24.5599284,86.3761622,-1.0908870879255033,1.0207691265157468,0.0652948458303315,0.7519225586631892,4.243053412021293,0.6255252495699095,-0.9528332996853937,0.9926353941030958,1.1625970682865407,3.0,-0.0690045146456619,-0.3082697191233647,-0.0173128783314718
465,675,jamui,24.5291654,86.36886866,-0.4416197914710315,-0.4617641835108749,1.2502154119765785,1.5775553021968518,4.03743089071151,-0.0367726263882741,-0.9528332996853937,-0.4943296111481277,2.29709810815838,13.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
468,679,jamui,24.53488968,86.37562497,-0.482850282360662,-0.1875989067562839,1.268689677726886,1.1590037221109273,3.9885749439484246,-0.3161447302411528,-0.9528332996853937,0.0065502111783084,2.305990029669847,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713
470,683,jamui,24.6501005,86.462443,-0.2205251902911316,-0.4584446710594845,0.5649129172338051,-0.2001670617851331,3.679537958447304,1.3670788144588324,-0.2215186852153114,-1.3938403074061276,1.8575913173919028,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782
508,741,kishanganj,26.2667583,87.7150123,-0.6350402473416717,-1.473413944327038,0.155233431027154,0.604349740289552,-0.6055842647807966,-0.1523780203195122,-0.9528332996853937,-0.5496906181338326,-0.6979404547905675,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
510,747,kishanganj,26.36272333,87.64619167,-0.8028011315188951,0.4828768655377166,-0.500418939690781,0.5550707725570371,-0.4244254159659876,-0.3600261380128052,1.8001999290158972,-0.966250631883747,-0.6044236910690322,3.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
517,757,kishanganj,26.36037983,87.67084133,-1.2860221887643757,-0.3292780314787296,-1.563371322523656,0.5165614608092169,-0.425985923667098,-0.5792347550805395,-0.9528332996853937,0.8081201504353435,0.3836157551252601,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
525,766,kishanganj,26.3603671,87.7281689,-0.3330916766564266,-0.5490702232334479,-0.6777936232096897,-0.6760103268095209,-0.4481799429034153,-0.4548872323857928,-0.9528332996853937,-1.0371652783447078,0.2066979437966906,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
535,776,kishanganj,26.32803655,87.91191039,-0.2988368658396353,0.0537943223335529,0.2972036018205971,-0.1320391881739403,-0.4529204950027001,-0.3988441685648536,-0.9528332996853937,-0.5562488873364141,-0.0805370018763269,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
536,777,kishanganj,26.31445999,87.92870883,-0.3970199725356113,-0.9577521862155643,0.3473957164496609,-0.4184302808374953,-0.4843227626506263,-0.442788207735691,-0.2215186852153114,0.4583644291628353,-1.0588212152606378,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
537,778,kishanganj,26.31451164,87.92859723,-0.3982230783575811,-0.9577521862155643,0.3473957164496609,-0.4184302808374953,-0.4843227626506263,-0.442788207735691,-0.9528332996853937,0.4212887003573013,-1.0588212152606378,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
538,779,kishanganj,26.31492482,87.92876544,-0.3913722457494279,-0.9126211970595872,0.3286199235063268,-0.4184302808374953,-0.4843227626506263,-0.442788207735691,0.4497187345075072,0.487866053901811,-1.0588212152606378,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
555,804,kishanganj,26.2985078,87.991529,-0.2664476615370432,0.025428779810823,-0.6004286265755067,-1.0133975721742674,-0.559132611756458,-0.5043800831758009,1.92423674908089,0.4377611732010505,0.2666694252423248,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
570,822,kishanganj,26.3747778,88.1808668,-0.0385448782333131,0.0343672383443377,0.4461583919420269,-1.0135403918861208,-0.4201691785875522,0.6735368395054612,-0.9528332996853937,-1.6694956081542949,-0.4626474560340664,3.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
584,840,kishanganj,26.2629167,87.9318484,-1.015566215912922,-0.0140463915390046,-0.3942747076963419,0.360898782570673,-0.5890059631644721,-0.5529492094221082,0.4497187345075072,-1.6305427616316528,-0.0775542336104743,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
585,842,kishanganj,26.232357,87.928641,-0.735476845254707,0.1511983994804714,-0.8828102874763125,-0.2559791360214698,-0.6223876620144665,-0.2770689560358031,-0.9528332996853937,0.5396958664813242,0.1219741997569214,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
589,848,kishanganj,26.2093612,87.8325018,-0.216220377729335,-1.0922934382168148,1.2627278407321438,0.1998998726303141,-0.6582769776191906,0.113149442217358,2.011008572557772,-1.379647269481446,-0.5021869286428009,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
608,874,kishanganj,26.2004011,87.8716945,-0.7778966749387084,0.2239177056375717,0.1265755687896924,-0.1316855107319323,-0.6258400334063394,-0.4140941527877597,-0.9528332996853937,-0.4976316829267238,-0.2617103648305507,3.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
