idx,Unnamed: 0,system:index,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,cropping_intensity_2016-2017,HSG,CEC,PH,OC,idx_matched,Unnamed: 0_matched,system:index_matched,lat_matched,lon_matched,dist_closest_lin_matched,dist_closest_river_matched,dist_closest_road_matched,dist_closest_upstream_forest_matched,elevation_matched,slope_matched,flow_accumulation_matched,proximity_water_matched,drainage_density_matched,cropping_intensity_2016-2017_matched,HSG_matched,CEC_matched,PH_matched,OC_matched
0,0,00000000000000000001,25.2489791,87.4797722,-0.7001818124245748,0.928141360195418,-1.9068615930616344,0.3061147145960302,-0.6195673511597062,0.3504363207594406,-0.957141216802525,0.0006243708176961,2.644864330982819,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274,3434,6040,0000000000000000229e,25.76058316,87.33982639,-0.2326057391402506,-1.3431289666705502,-1.1638838517124537,0.6341741009371445,-0.9125111539729078,-0.2699101460934728,0.1618174908963317,-0.1396718813606189,-0.2877789141316104,2.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
303,1060,00000000000000000603,26.1380251,87.5727389,-0.368882699933693,-1.872403576708935,-1.2172610745887302,-0.062266514191019,-0.6943528816853096,0.4439468712630052,1.0236509320942544,0.4487137444871009,0.2200194250069406,3.0,3.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274,3434,6040,0000000000000000229e,25.76058316,87.33982639,-0.2326057391402506,-1.3431289666705502,-1.1638838517124537,0.6341741009371445,-0.9125111539729078,-0.2699101460934728,0.1618174908963317,-0.1396718813606189,-0.2877789141316104,2.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
1,5,0000000000000000000b,25.2444211,87.33795299,0.1887636350656201,1.2930398878925602,-0.9797338630078324,0.8201631494863786,-0.7529368322097857,-0.4572955970256776,-0.957141216802525,0.4299652909961812,1.976942142023654,2.0,3.0,-0.4857426196775113,1.5040166281390692,-1.0180653183049686,3337,8329,00000000000000002f86,26.74208244,84.91383614,-0.535037420911922,-0.326808107485512,-1.3997881121432978,1.8049694681653143,-0.386643970377756,-0.2905909254180456,-0.957141216802525,0.5842903687351388,-1.335849993865985,2.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
2,9,00000000000000000011,25.11299828,86.9727780048963,-0.4678141318873859,0.4263241618955319,-1.1412976531853356,-0.141778606811373,-0.8251420809582658,-0.7042462486597673,-0.957141216802525,0.157241266061154,0.9600499618640934,1.0,13.0,-0.7963804206343552,-1.406057538494102,0.1594654236111454,3537,5981,0000000000000000224b,25.98507215,85.38814661,-0.2087483886194857,-1.09272643352398,-1.33694377108309,1.078320960878296,-0.6700412195082204,0.441573559283929,-0.957141216802525,0.8350750012596027,-0.1707833002328414,2.0,13.0,1.3533283895381378,1.5040166281390692,-0.8505204591358354
3,12,00000000000000000016,25.10386815,87.2809957985246,-0.1344509656764398,0.8485276774549095,-1.4691077468150897,1.7291303431124994,-0.7747750415644371,0.7347446651949017,-0.957141216802525,0.8125272506341,0.4551735874512586,2.0,13.0,-0.7963804206343552,-1.406057538494102,0.1594654236111454,2057,4239,00000000000000001860,27.16599742,83.41302079,1.989243053797893,-0.9509582724838922,0.4531145788726441,-0.2904004026917215,-0.1089925355407127,-0.2689470176157666,0.1618174908963317,1.1823528302750586,-1.0445696066057324,1.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
4,25,00000000000000000029,26.17670288,86.2418833333333,-0.0397324375271772,0.4184056178906183,-0.8166707546570774,-1.937199654678801,-0.6020961232694698,0.9932356035286606,0.423463981894162,1.2059226269750432,0.681376261588479,2.0,3.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303,2832,6274,00000000000000002403,26.69626836,84.36676213,-0.106119316774565,0.2997560744205153,-1.6664682671569924,-0.6893309715684827,-0.2275013565515015,-0.4877285143905905,-0.957141216802525,-0.950320148994506,-0.8486608314630715,2.0,3.0,-0.4857426196775113,1.5040166281390692,-1.0180653183049686
5,26,0000000000000000002a,26.07680862,86.0799762448406,0.4238016054869256,-0.1610083776754127,-0.5305678170765892,-0.6278388259561143,-0.7902965166393736,-0.3377304716961091,0.8603198828363691,-0.0553277104813983,-0.0184114338006349,1.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303,3498,2718,00000000000000000fb7,24.74243262,86.22843072,-0.1887895269313132,1.5923896384958016,1.0417513584116176,0.976307668299368,0.6291660681170582,0.380435929298337,0.1618174908963317,-0.3884730992051861,1.2793998613298978,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
224,580,00000000000000000343,26.26762943,87.86050344,-0.3975751498291578,-0.3135226219156373,-1.0451290176015122,-0.6883624521182252,-0.5520300802992888,0.4624481605055781,-0.957141216802525,-0.4565285500482138,-0.2111751655589199,2.0,13.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274,3498,2718,00000000000000000fb7,24.74243262,86.22843072,-0.1887895269313132,1.5923896384958016,1.0417513584116176,0.976307668299368,0.6291660681170582,0.380435929298337,0.1618174908963317,-0.3884730992051861,1.2793998613298978,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
6,27,0000000000000000002c,26.13143921,86.0592263299829,0.4013826860739292,-0.2225629633258581,-1.3946800498770051,-1.937199654678801,-0.6447771250980547,1.1915405877410892,0.423463981894162,0.6331728726919768,0.3601228794696895,2.0,3.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303,2260,4718,00000000000000001b1b,27.71091547,81.43493054,1.9882828672067097,-1.1637364824741656,0.2177588835589324,-0.4657552320610882,0.6087969396009136,-0.5563585458017228,0.423463981894162,-1.7921704210694611,-0.6530025626830035,2.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
817,1732,000000000000000009fd,27.15075436,82.8024278,-0.1718541270549588,0.4967352649198555,-0.3167919486547439,-0.0982428266718365,0.0976392164795306,0.2961237323325386,-0.957141216802525,0.0938869495493313,-0.4615233617256039,2.0,3.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303,2260,4718,00000000000000001b1b,27.71091547,81.43493054,1.9882828672067097,-1.1637364824741656,0.2177588835589324,-0.4657552320610882,0.6087969396009136,-0.5563585458017228,0.423463981894162,-1.7921704210694611,-0.6530025626830035,2.0,13.0,0.3043727942650502,-0.3093956135879935,1.0448918178120303
