idx,Unnamed: 0,system:index,Treatment,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,cropping_intensity_2016-2017,HSG,CEC,PH,OC
34,253,00000000000000000173,1,24.78160125486023,86.32573051182965,-0.3521610831715875,0.2430740532082559,1.6004602289031775,-0.1279758059664471,0.8028986894763822,0.5568783353735826,0.7500509246967876,0.1623156606626606,1.393959895119371,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
35,254,00000000000000000175,1,24.77419914711151,86.33500990112186,-0.3173977208900412,0.2036117307053921,1.2277475661827653,1.070554663519144,1.0775686413922725,0.4306385568540393,-0.957141216802525,0.6686406603654748,1.015524321583208,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
36,256,00000000000000000178,1,24.82728028605173,86.35916039242733,-0.2418581962941592,1.0558108663231025,-0.6430300181100622,1.4351069549759223,0.5313924991872436,0.0396241838131128,0.8603198828363691,0.3748238905183634,1.11970662646104,,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
37,257,0000000000000000017b,1,24.694885116673866,86.52035243640836,-1.0408311929313374,0.8361737234748406,1.1103027011505135,-1.937199654678801,2.954752271590198,0.3494274183960407,-0.957141216802525,0.3721840290661689,1.8470198512610236,2.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
38,263,00000000000000000183,1,24.89055493000013,86.49991637628041,-0.1681092510169355,1.68957503092494,1.9722159687452805,0.6682505890399014,1.1833726207348718,0.8847796527090055,-0.957141216802525,-0.825032876501246,1.7116303048476469,3.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
39,272,00000000000000000193,1,24.82999587859328,86.5343228000088,-1.1738215568323696,1.6498766887119658,1.935347832281624,0.2719517608952959,1.393902642930056,-0.1877218982440514,1.8712311225,-1.446743710216527,1.64195479428856,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
40,273,00000000000000000194,1,24.833518568425504,86.53503625617735,-1.003541689487523,1.704267599449789,1.9823620813702296,1.9815042349267165,1.6196671596242624,0.6799551013983931,-0.2397213236975746,-1.4407191453389532,1.9895058589387968,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
41,274,00000000000000000195,1,24.831650205084113,86.53476871011414,-1.099602882061988,1.6768297264508325,1.9524495321222808,-0.4275846763773314,1.4677592972691946,1.0210328975486196,1.2638657204231434,-1.446743710216527,1.9895058589387968,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
42,278,0000000000000000019b,1,24.89386358298179,86.31320935607157,-0.6149750568381342,-0.0883246142792473,0.4279315901482168,-0.0919535375105684,0.1747782841380407,0.7869495024654973,-0.957141216802525,0.3872432983556194,0.6590327397074458,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
43,287,000000000000000001a6,1,24.8055600048204,86.24005780328979,-0.1338996764535875,0.7750394276595342,1.5773692553229293,1.3425754869015745,0.3682227915815081,2.173414881210934,-0.2397213236975746,0.2841519274949416,2.0630870745380143,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
44,288,000000000000000001a7,1,24.796637343612456,86.21893504159962,-0.1896261867834683,0.4801302088271196,1.7281961813156446,1.4212616849646709,0.435919307596098,-0.3312817038089198,0.7500509246967876,-0.6104549953822809,1.492545119881172,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
45,298,000000000000000001b6,1,24.762913162345242,86.15152681097467,-0.1844087246357818,1.0531110693800183,1.6316511087457222,0.6889553701654832,0.959985063266575,-0.1257258180453151,-0.957141216802525,0.6585194710124032,1.8568654827163549,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
46,299,000000000000000001b7,1,24.782787375740444,86.15780522525793,-0.3431564674117976,0.3893928660273224,0.8946118013515054,1.365904138755676,0.7287210697315293,0.5931788270690299,-0.957141216802525,-0.8629332912950721,1.777378168203455,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
47,300,000000000000000001b8,1,24.756603534354614,86.11862756340236,-0.2008208392797952,1.3361496051916129,1.7538722485819274,-0.2841355433665355,1.5468972800494938,0.4212890895388354,-0.2397213236975746,-1.0625613551581443,1.6202978792626626,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
48,302,000000000000000001bc,1,24.766279783640595,86.14272008639412,-0.1940714396467766,0.9489950532312256,1.535597486573699,-0.0183964958171611,0.9971113316294392,0.1882469944400956,-0.957141216802525,0.3884559074954117,2.510576464010771,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
49,303,000000000000000001bd,1,24.758387174775994,86.16107820543115,-0.1599092571354279,1.216162612002188,1.79002079948597,0.8051728278570135,0.9510732666467252,0.2314639861714637,0.609661998393599,-0.8465937662661023,2.0555545127810757,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
50,308,000000000000000001c6,1,24.786492888715863,86.23899653723907,-0.2003017057784681,1.1906338770284988,1.5281411515863377,1.126187032762789,0.3742491627664033,-0.0120013367789653,-0.957141216802525,-1.2054050672382477,1.4355914926632445,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
51,316,000000000000000001ce,1,24.77624141539399,86.31855581823466,-0.4642301538028904,0.3666318809987082,1.3581965853353115,0.6126052748557049,0.7433157759157704,0.578553846504058,-0.957141216802525,-0.8418541594181832,2.006855710190336,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
52,325,000000000000000001da,1,24.84967835064319,86.22919989222466,-0.1909264890062298,-0.195884324336042,1.2110202917351711,1.1442159782915622,0.1232827479971868,1.838718444363605,-0.2397213236975746,-0.1728184445830616,0.4586998759203102,2.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
53,328,000000000000000001df,1,24.81825506551956,86.20217328073971,-0.4273160446564511,-1.0079625294516223,0.630782783314151,0.1674727092173143,0.2333858477916326,-0.5881852241969119,-0.957141216802525,0.9282518853461929,1.5147633885809089,3.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
54,331,000000000000000001e2,1,24.85233597487104,86.21198776215834,-0.334403238895595,-0.3607223153470938,0.5805621658378443,0.4253520771012517,0.0965363577683103,-0.0219153055964182,0.609661998393599,0.1110501679000361,1.2244831982574311,2.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
55,335,000000000000000001e7,1,24.751480027244202,86.19461956355518,-0.0759967157943517,1.5466734816848189,1.6389133784621814,0.7820430089710031,0.9663113478297436,-0.4717804350886295,-0.957141216802525,0.845699190143576,1.837277530823842,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
56,336,000000000000000001e8,1,24.770774557502467,86.21295538708695,-0.1109952550721793,1.1462619724161536,1.1328530407358943,1.3990600173304206,0.5936522358805353,-0.4110221470918551,-0.957141216802525,0.0994981489738296,1.6230909337798916,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
57,341,000000000000000001ed,1,24.733955760104166,86.36929147002076,-0.9631896059149624,0.9413456187857598,1.037649788200268,0.9682940205809925,1.0304185768867118,-0.0886314842861693,-0.957141216802525,1.387968545645994,2.439962011720361,,3.0,-1.3659147384137107,-1.406057538494102,-1.1880136860374768
58,345,000000000000000001f2,1,24.753375145191924,86.24768732519223,-0.3623598099894448,1.2279862551396392,-1.042110789989546,-0.685083409500287,0.7595985886962814,0.0951343514562092,1.3983135692778124,1.0020054246348349,1.2099172589551432,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
59,346,000000000000000001f3,1,24.753754168781466,86.24662605914152,-0.3511905066328704,1.251851361614506,-0.8615798301495294,0.2721767553048559,0.7328840624919102,-0.2019855733894895,-0.957141216802525,1.0136748646573517,1.2099172589551432,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
60,352,000000000000000001fc,1,24.6675552863173,86.33637884514528,-1.0771815206944986,-0.7742471151616617,0.2703998204057774,0.8883994492163784,1.2247144282057136,-0.382039102355025,-0.957141216802525,0.6746442479233075,2.207409824122535,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
61,353,000000000000000001fd,1,24.64071595707661,86.33593293503995,-1.627497523939892,-0.7536653971630114,0.8212645886001604,0.3746528283328523,1.4908386079333018,-0.1124379145797868,0.1618174908963317,0.1117651859160034,1.7957821575428388,1.0,13.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
62,354,000000000000000001fe,1,24.64072933437977,86.33594185324203,-1.627497523939892,-0.7536653971630114,0.8212645886001604,0.3746528283328523,1.4908386079333018,-0.1124379145797868,-0.957141216802525,0.0426139548700532,1.7957821575428388,1.0,13.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
63,362,00000000000000000209,1,24.698800207398794,86.29383902109541,-0.5350484186473956,-0.2007064250817936,1.0462364091414185,0.8882913246015907,0.9559408553913228,1.4323312445394636,-0.957141216802525,0.4987123994649825,1.8637918922163637,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
64,368,00000000000000000214,1,24.662378269994253,86.28671783671305,-0.3999699433807392,0.9715983949132476,1.884933017516832,0.4479761590120846,1.546482079040831,0.1881445136622151,0.423463981894162,1.0171048094711168,1.5983438307774858,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
65,371,00000000000000000218,1,24.683893432577126,86.38138901117875,-0.6383712615948609,1.3349370101235651,1.5510309201104209,0.4972497160076861,2.100669809654357,1.441030202220444,0.1618174908963317,0.3254204765836812,2.4015074565487864,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
66,379,00000000000000000224,1,24.664424997377786,86.26368212067095,-0.1840219090568092,1.4432010900305334,1.960974142358656,1.385003157186928,1.294396859753203,1.833298352818268,0.8603198828363691,-0.3462109912796033,1.503382719962099,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
67,380,00000000000000000227,1,24.633443163258445,86.27360807961593,-0.3301122356948859,1.2897600478091964,2.348715809808381,0.6765729779627957,1.8629035956681037,0.8768786760885033,-0.2397213236975746,-1.043926872320213,2.3444002341888304,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
68,383,0000000000000000022b,1,24.64085864831032,86.24711656025741,-0.1962394193603684,1.5008466094651625,1.984338711892392,0.0965717165352467,1.6526437563804084,0.0671046051860363,0.1618174908963317,-0.6755527782951528,2.6538322759122783,2.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
69,384,0000000000000000022d,1,24.650490306585763,86.24490038703384,-0.1432257325485075,1.6456813981163103,1.7637180798818826,0.9207408663715136,1.5650939550209737,1.0796508972991368,-0.957141216802525,-0.0137140221759708,1.9569592311944983,3.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
70,386,0000000000000000022f,1,24.65036545175627,86.24448569063587,-0.1438228786970183,1.6412595653467077,1.7687343636822876,0.9207408663715136,1.5650939550209737,1.0796508972991368,0.7500509246967876,-0.034636644059993,1.9569592311944983,3.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
71,388,00000000000000000234,1,24.7451302673441,86.21693736432768,-0.1121066758822743,1.7069098198350916,1.140125426090119,-0.2841069863766912,0.789994631962585,0.5866265791598229,-0.2397213236975746,-0.1813690438246832,1.5180208855514117,1.0,3.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
72,393,0000000000000000023d,1,24.673855996105814,86.22455796802801,-0.1803104975871781,1.880425458945305,0.4662185678381824,0.6892475891370711,1.4754988095338226,1.011255820075454,-0.957141216802525,0.2647426146146678,1.950695657872884,1.0,13.0,-1.8394454808364664,-1.406057538494102,-1.1880136860374768
73,410,00000000000000000252,1,24.599005525822673,86.47367010747982,-0.0261864782300972,-0.6573898125887158,0.104538472503087,0.9512268874989134,4.087067489923238,-0.3516353135945298,-0.957141216802525,0.5018389038701526,0.8496644246133,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
74,422,00000000000000000262,1,24.49217438278422,86.39461024580223,-1.1026460106701494,-0.899579553393558,1.7065596544659425,0.4545969116775743,4.088224645512174,0.6923094199958577,0.609661998393599,-1.330300186815445,1.9761686807727297,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
75,427,0000000000000000026b,1,24.51771611361836,86.45786259424536,-0.4310088900309061,-1.317631904828367,-0.4365920876596069,0.5295805496162842,3.5952600980145077,0.5037023807747053,-0.957141216802525,-0.8717277942286825,2.3783484176041303,1.0,13.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
76,428,0000000000000000026e,1,24.52671012044316,86.46456016402763,-0.3085528640497129,-0.2291202973505458,0.6136399868169266,-0.2835722823734995,3.7835161504409447,0.8762266578082378,-0.957141216802525,-0.3971399828277577,2.312911401559568,2.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
77,429,00000000000000000270,1,24.50738437647753,86.49592548083757,-0.1585546288646239,0.147976560870494,-1.2148688709880695,1.9562040347350864,3.5002636442739856,0.564042325646168,1.63219418206778,-0.7672337937705519,2.0076383140092378,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
78,432,00000000000000000274,1,24.509997409694844,86.49690648306932,-0.1457624193499554,0.3042383530442953,-0.3850666189619284,1.5394922943692788,3.553459389072762,1.1577570142896074,0.423463981894162,-1.4775311889061449,1.521850707277327,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
79,434,00000000000000000276,1,24.510019705200115,86.49690648306932,-0.1490170377484573,0.31301038643645,-0.2978847736597632,1.5394922943692788,3.553459389072762,1.1577570142896074,-0.957141216802525,-1.4733606246456146,1.9048237373008905,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
80,442,00000000000000000282,1,24.572986671175816,86.51793114453632,0.084300742247532,-0.0197384185770139,-0.6332573294046087,0.3748575833530963,3.94816586656946,0.6131520020754256,0.1618174908963317,1.1972013927287424,1.548120047848042,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
81,449,0000000000000000028d,1,24.487041957471707,86.43551803886653,-2.539224395564072,0.4512748349801053,1.7807726768681835,0.4133575342958813,3.812459620938597,0.7678423285562421,-0.957141216802525,-1.6059108480755873,1.913447007417585,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
82,455,00000000000000000295,1,24.552372247005735,86.33180826656549,-0.4189580481452182,0.7631145162820875,0.9995636830996212,1.5227398871705062,3.9678298644286016,0.3242043184435766,-0.2397213236975746,-0.3635900767567931,1.52149871841018,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
83,459,0000000000000000029a,1,24.5600864918282,86.37621645395676,-1.0748514471819433,1.0127916062036444,0.0468606236504618,0.7376203780764471,4.179895778917889,0.6125018411136243,-0.957141216802525,1.0240383732420968,1.1425319616745044,1.0,3.0,-0.1204886089480217,-0.3093956135879935,-0.0462667531674663
84,465,000000000000000002a3,1,24.529421253883655,86.36900162845228,-0.4376152437624786,-0.4580129961322919,1.2332181714826014,1.5615839284243742,3.976130368319619,-0.0391345161368642,-0.957141216802525,-0.4542990388021854,2.26468618399008,1.0,13.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
85,468,000000000000000002a7,1,24.53503080300889,86.37551637509137,-0.4780995860563551,-0.1863797337453622,1.2518015230778037,1.143930276493288,3.927715671384017,-0.3140093521896214,-0.957141216802525,0.0502715205404487,2.273481334384758,1.0,3.0,0.3043727942650502,-1.406057538494102,-1.1310923864213274
86,470,000000000000000002ab,1,24.649870491539332,86.46274085079783,-0.2204801082019497,-0.4547252365612512,0.5456907419777002,-0.2131191890407545,3.621469799873582,1.3421180474637129,-0.2397213236975746,-1.375310695313421,1.829962562184775,1.0,3.0,-0.1204886089480217,-0.3093956135879935,0.949576401386244
87,508,000000000000000002e5,1,26.26693673396516,87.71513289087075,-0.6275142980285661,-1.4585861672454383,0.1364963886961135,0.5903004023404133,-0.624950697832398,-0.1528789210556807,-0.957141216802525,-0.5104463356883099,-0.6977572614481052,1.0,13.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274
88,510,000000000000000002eb,1,26.36278511110898,87.64605695645182,-0.79217770518427,0.4786235824474721,-0.5151989391932381,0.5411025388408579,-0.4454280123934499,-0.3571843671630173,1.784187421347499,-0.9352259252623514,-0.6052582441891492,2.0,3.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274
89,517,000000000000000002f5,1,26.360359360135906,87.6707024079742,-1.2662541628412445,-0.3267730492794562,-1.5618562147365271,0.5026554237779741,-0.4469744261346737,-0.5728642143877645,-0.957141216802525,0.8439543917222809,0.372028331490427,2.0,13.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274
90,525,000000000000000002fe,1,26.36030139182221,87.72842101201002,-0.3310394948798494,-0.5444739796798947,-0.6907649062953259,-0.6885703947011927,-0.4689679967499316,-0.450518409481328,-0.957141216802525,-1.007934732244333,0.1970359233674589,2.0,13.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274
91,535,00000000000000000308,1,26.328004122892104,87.91182829743931,-0.2973973929676499,0.0529299776600355,0.2781350264674405,-0.1450642556228969,-0.4736657338403061,-0.3953775139974065,-0.957141216802525,-0.5171026027635736,-0.0870730335709792,2.0,13.0,-1.8394454808364664,-0.0939621284033118,-1.1310923864213274
