idx,UID,district_coords,lat,lon,dist_closest_lin,dist_closest_river,dist_closest_road,dist_closest_upstream_forest,elevation,slope,flow_accumulation,proximity_water,drainage_density,HSG,CEC,PH,OC,idx_matched,UID_matched,district_coords_matched,lat_matched,lon_matched,dist_closest_lin_matched,dist_closest_river_matched,dist_closest_road_matched,dist_closest_upstream_forest_matched,elevation_matched,slope_matched,flow_accumulation_matched,proximity_water_matched,drainage_density_matched,HSG_matched,CEC_matched,PH_matched,OC_matched
10,18,bhagalpur,25.12540911,87.00897376,-0.1256142716916896,1.3893765091566177,-0.2327774319725656,0.2031518639871836,-0.8460674576745674,-0.6333865005216809,-0.9528332996853937,0.1708063040028529,0.6199458366193769,13.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,5439,7944,balrampur,27.27729869,82.47464065,0.277690854224338,0.3354681756539183,0.8896478210976734,-0.2407618630116552,0.1894908291159409,-0.1943457554308183,-0.9528332996853937,-0.3571030000794664,-0.0378030925998553,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
11,21,bhagalpur,25.1090496,87.2610972,-0.2786123691308487,0.1352369183617238,-0.9001742885528505,0.7966888477806885,-0.7798371755547594,0.6872906781712339,-0.9528332996853937,0.1876051374463417,0.2059418531733665,3.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,7843,10922,gonda,27.23498804,82.23748541,2.0252102458394408,-1.1581712198338567,-0.4960116064618854,-0.6179521466217558,0.3307282365179258,0.0301057619754252,0.4497187345075072,-0.793640871027087,-0.7267846650490746,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
451,655,jamui,24.49854167,86.439765,-1.0296451315348134,-0.2914569812395837,1.458094452147897,0.9302811307413434,3.764494939921432,0.7454778211374651,0.1855435884480947,0.2284671667790175,1.698902869478006,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713,7843,10922,gonda,27.23498804,82.23748541,2.0252102458394408,-1.1581712198338567,-0.4960116064618854,-0.6179521466217558,0.3307282365179258,0.0301057619754252,0.4497187345075072,-0.793640871027087,-0.7267846650490746,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1248,1807,deoria,26.4233423,83.5388059,2.026623654156408,-1.2274446549740894,-1.949321279208939,1.3126127399467171,-0.2161495540759066,0.7693767165233345,-0.9528332996853937,1.5080828978757908,0.0534869934791505,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,7843,10922,gonda,27.23498804,82.23748541,2.0252102458394408,-1.1581712198338567,-0.4960116064618854,-0.6179521466217558,0.3307282365179258,0.0301057619754252,0.4497187345075072,-0.793640871027087,-0.7267846650490746,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
12,22,bhagalpur,25.10398797,87.28093885,-0.1329471570250698,0.8554192700700249,-1.468596022652814,1.745489841189496,-0.7567741022576927,0.7497681065550034,-0.9528332996853937,0.7760269122787956,0.467675840158248,13.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,8577,12023,purba champaran,26.97169183,84.87206448,-0.4816234243277384,2.6223148870733946,-0.2490712839315071,0.543014340786045,-0.0973719060292675,-0.3831024325222624,0.1855435884480947,0.0770226868611039,-1.08269352886528,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
436,634,jamui,24.5111165,86.4942975,-0.1608351584290319,0.2890997564135387,0.098377199634137,1.220298483847404,3.418548927829604,-0.7529272504573875,1.9818460784297116,-1.3814079535607584,1.933276173649901,3.0,0.3419394424762882,-1.429850515330716,-1.1168385657027713,8577,12023,purba champaran,26.97169183,84.87206448,-0.4816234243277384,2.6223148870733946,-0.2490712839315071,0.543014340786045,-0.0973719060292675,-0.3831024325222624,0.1855435884480947,0.0770226868611039,-1.08269352886528,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
831,1202,purba champaran,26.53635333,84.60561833,-0.3235125366153876,1.2510922205965422,-2.219567931893347,-1.9244251033777249,-0.3912284902310379,-0.240463246422812,1.6650767647243052,-1.1383140393777014,0.3574243322615456,13.0,1.344582383514134,1.522115148824025,-0.8290421411757364,8577,12023,purba champaran,26.97169183,84.87206448,-0.4816234243277384,2.6223148870733946,-0.2490712839315071,0.543014340786045,-0.0973719060292675,-0.3831024325222624,0.1855435884480947,0.0770226868611039,-1.08269352886528,13.0,-1.794622897305855,-0.0889652062603443,-1.1168385657027713
13,23,darbhanga,26.201375,85.74806167,-0.1367369581040947,0.009528804094974,-1.5547577142848914,0.0001720998668283,-0.5770073162969888,0.6823838483335537,-0.9528332996853937,0.8099028474145537,0.7340471213451087,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,3602,5286,mahrajganj,27.28484453,83.6914087,-0.316286800613365,0.8897683671461236,0.0921211193015734,-0.2778527997804755,0.2924506895097901,-0.6573873744015588,-0.9528332996853937,-0.1106058308608802,0.0690607965505341,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
14,24,darbhanga,26.204165,85.744675,-0.1374860921348967,-0.2836100529733044,-2.0257506948722988,-0.2378341426115062,-0.6297930977094865,-0.2803422638713853,0.4497187345075072,1.1299357719828385,0.7537248881910152,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,4664,6822,jamui,25.00033894,86.14596538,-0.5779915018039018,1.2256657355759757,0.8520546673862633,1.6293566291783612,-0.3997860727428117,0.3852155849712804,-0.9528332996853937,-1.1701740474942075,-0.5794089226839145,13.0,-1.6677232048507928,-1.429850515330716,-0.4682178257718236
723,1041,muzaffarpur,26.1422543,85.146322,0.131147965054443,0.8565550085936166,-1.5727966093146408,0.1769703706204296,-0.5625155048211886,-0.93057915540068,1.1139090691001254,-0.871332702029079,0.071051773570877,3.0,1.344582383514134,1.522115148824025,-0.8290421411757364,4664,6822,jamui,25.00033894,86.14596538,-0.5779915018039018,1.2256657355759757,0.8520546673862633,1.6293566291783612,-0.3997860727428117,0.3852155849712804,-0.9528332996853937,-1.1701740474942075,-0.5794089226839145,13.0,-1.6677232048507928,-1.429850515330716,-0.4682178257718236
1131,1643,banka,24.8096672,86.5451646,-0.8059136268644765,1.157204633279567,2.0146177952334616,0.9381655798766172,1.897401154395191,0.5202491409141388,-0.9528332996853937,-1.3401688451435758,2.075190131793517,3.0,-0.0690045146456619,-0.3082697191233647,0.96162490117782,4664,6822,jamui,25.00033894,86.14596538,-0.5779915018039018,1.2256657355759757,0.8520546673862633,1.6293566291783612,-0.3997860727428117,0.3852155849712804,-0.9528332996853937,-1.1701740474942075,-0.5794089226839145,13.0,-1.6677232048507928,-1.429850515330716,-0.4682178257718236
15,26,darbhanga,26.211008,85.7336646,-0.1167654560471406,-1.071824502171236,-1.113489605207589,0.3167255424515118,-0.5979968153345532,-0.3185187569098242,-0.9528332996853937,1.0788160323179472,0.8460086141478627,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,4032,5952,bahraich,27.45732107,81.83620797,2.024814334496038,-0.5322811540855426,-1.143367563762247,0.9283216056807396,0.5620367580281406,-0.0144304906022363,0.8884679919307219,-1.720837795973241,0.1871042897218383,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
16,27,darbhanga,26.20750833,85.73439,-0.107378339700531,-1.4075492281827024,-1.7493979124953565,-1.9244251033777249,-0.541155893126475,0.130481598498597,0.4497187345075072,1.1410243948729284,0.8529215747491369,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,8404,11777,banka,24.87152052,87.1253087,-1.5552974232583852,-1.48226455489815,1.1482278611758323,1.191962658025019,-0.2490163839774046,0.8061437524231388,0.4497187345075072,-1.3401688451435758,-0.0109766645304885,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
1093,1587,banka,24.9191432,87.10965968,-0.4261818662405437,0.8861069147910327,0.3184287508841593,1.4424201389507432,-0.3484947878139139,-0.0481040166437018,1.9577526620014976,-0.2851701532759775,0.7350416855391149,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537,8404,11777,banka,24.87152052,87.1253087,-1.5552974232583852,-1.48226455489815,1.1482278611758323,1.191962658025019,-0.2490163839774046,0.8061437524231388,0.4497187345075072,-1.3401688451435758,-0.0109766645304885,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
1235,1787,deoria,26.3970569,83.7236435,2.026668827545113,0.9460242703765568,0.1493995100510201,-0.2047407528053422,-0.1878397193447487,0.522557264677927,0.1855435884480947,-1.0036218233328775,0.3530560140637084,3.0,1.344582383514134,1.522115148824025,-0.8290421411757364,8404,11777,banka,24.87152052,87.1253087,-1.5552974232583852,-1.48226455489815,1.1482278611758323,1.191962658025019,-0.2490163839774046,0.8061437524231388,0.4497187345075072,-1.3401688451435758,-0.0109766645304885,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
1365,1981,kushinagar,26.86301761,83.80600682,0.1467771438975594,0.3500450240002709,-0.2024692417959659,-1.9244251033777249,-0.0250813729890692,-0.5243211818432136,-0.9528332996853937,-1.664527554088279,-0.0225352381792306,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,8404,11777,banka,24.87152052,87.1253087,-1.5552974232583852,-1.48226455489815,1.1482278611758323,1.191962658025019,-0.2490163839774046,0.8061437524231388,0.4497187345075072,-1.3401688451435758,-0.0109766645304885,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537
17,29,darbhanga,26.2145241,85.7207191,-0.0666246731250105,-0.18218672838312,-1.2269309928613792,-0.2042462040074303,-0.6538905539894527,0.0630783966601354,-0.9528332996853937,1.307773570685542,-0.3061561076454043,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,2215,3269,siddharthnagar,27.11452396,83.13624985,0.2950736393278406,-0.1608983916060027,0.8189598462371126,0.9296605359421264,-0.0766523446232567,-0.3813177851079222,-0.9528332996853937,1.0443747870042692,-1.686452226545396,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1155,1678,begusarai,25.4692782,86.3657599,-0.7649087671936095,-0.3004188160670328,-2.2686457064840977,0.0377564355988996,-0.8955177734400533,-0.2551318274692162,1.3225094084088345,1.4802691313319978,0.2722689325725195,3.0,-0.7310282065467952,-1.429850515330716,0.1872550496601511,2215,3269,siddharthnagar,27.11452396,83.13624985,0.2950736393278406,-0.1608983916060027,0.8189598462371126,0.9296605359421264,-0.0766523446232567,-0.3813177851079222,-0.9528332996853937,1.0443747870042692,-1.686452226545396,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
18,30,darbhanga,26.2137843,85.7213269,-0.0677991778684157,-0.245469080691648,-1.7023651785001368,-0.4181788853180339,-0.6488722759825505,0.5067439358171072,0.778033731487533,0.9958950231219922,-0.3061561076454043,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,8995,12629,pashchim champaran,27.11694941,84.23524877,-0.2294425526838662,1.3078731685467395,1.1787078230869987,-0.1342706146207676,0.1151003652931272,-0.6971623804416185,-0.9528332996853937,-1.2544199601070314,0.0244200230247742,13.0,0.569216200032681,0.8776833925485362,-0.0952497298320757
19,32,darbhanga,26.1984035,85.74646714,-0.1176412861646655,-0.1890975359977755,-0.5657670232746932,-0.6155193616535123,-0.5993272797259556,0.834227813741334,-0.2215186852153114,0.772302765524728,0.6804617402864517,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,5636,8231,basti,26.94932378,82.76461682,0.3218824493975232,0.8079556277229561,-1.3169656171092998,1.114737064390651,0.0028297103407993,-0.6906009639082139,1.9405545217486515,-0.8658345123793951,-0.6924185900182697,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
846,1224,purba champaran,26.49313,84.64272833,-0.0318939566444254,0.2205803273114036,-1.7224450683681447,0.1184668973554093,-0.3641968951243829,-0.3373530961239701,1.0515907317671025,0.3755435840330819,-1.2235103237205265,3.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763,5636,8231,basti,26.94932378,82.76461682,0.3218824493975232,0.8079556277229561,-1.3169656171092998,1.114737064390651,0.0028297103407993,-0.6906009639082139,1.9405545217486515,-0.8658345123793951,-0.6924185900182697,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1355,1965,kushinagar,27.10726139,83.92801068,-0.2929595058464311,1.4528865312519543,-1.7102073898390249,-1.9244251033777249,0.0946454916038687,-0.2330403607594281,-0.2215186852153114,-0.9356090324027504,0.286215014876575,13.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763,5636,8231,basti,26.94932378,82.76461682,0.3218824493975232,0.8079556277229561,-1.3169656171092998,1.114737064390651,0.0028297103407993,-0.6906009639082139,1.9405545217486515,-0.8658345123793951,-0.6924185900182697,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
1526,2237,mahrajganj,27.093689,83.2987215,2.025459931355706,0.2027631763239922,0.0401908127351956,-1.9244251033777249,-0.0364907721228073,1.3518868521397636,-0.9528332996853937,-1.4285703058439203,0.143679916269788,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,5636,8231,basti,26.94932378,82.76461682,0.3218824493975232,0.8079556277229561,-1.3169656171092998,1.114737064390651,0.0028297103407993,-0.6906009639082139,1.9405545217486515,-0.8658345123793951,-0.6924185900182697,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
20,35,darbhanga,26.194435,85.74017333,-0.1269878646294428,-0.9151389909661912,-2.291788135415651,-1.0132035300427418,-0.5533291164618855,0.8923742819951058,-0.9528332996853937,1.2380612699733486,0.3594208551788814,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,5744,8374,purnia,25.68081276,87.15630058,-0.4208356393989222,1.3483151340257964,-0.6509707007266703,-0.4168655258993986,-0.9046064130016672,-0.7593849364909582,-0.9528332996853937,0.5200803702280115,-0.8612116622526813,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138
21,36,darbhanga,26.1994303,85.7398076,-0.1016998722363987,-0.6523825210243659,-0.8326914189916812,0.1767960504287833,-0.5149642628829103,0.0387334632365834,0.778033731487533,0.9157464113071804,0.1384538326704289,3.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,3538,5201,mahrajganj,27.31960934,83.82373054,-0.3781484105725117,0.277747861532755,-0.1833986179929665,-1.9244251033777249,0.2892565516383374,0.324887732035243,0.778033731487533,0.9970093828519516,0.8146530368678735,3.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763
253,371,jamui,24.78189833,86.32613,-0.3545988222589964,0.2455007612615902,1.6148556589878174,-0.1149318007102838,0.8352784911061556,0.5689916794351535,0.778033731487533,0.1186420253284627,1.4167914083099846,3.0,-1.794622897305855,-1.429850515330716,-1.1755232335749537,3538,5201,mahrajganj,27.31960934,83.82373054,-0.3781484105725117,0.277747861532755,-0.1833986179929665,-1.9244251033777249,0.2892565516383374,0.324887732035243,0.778033731487533,0.9970093828519516,0.8146530368678735,3.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763
1687,2491,siddharthnagar,27.24573,82.9987028,-0.2029849366460999,-0.7372457724167581,-1.2822261958649024,1.9297804254490296,-0.0275311339238909,0.4090470812894229,-0.2215186852153114,1.44389133126198,0.4508375725725527,13.0,0.3419394424762882,-0.3082697191233647,1.0538563588672138,3538,5201,mahrajganj,27.31960934,83.82373054,-0.3781484105725117,0.277747861532755,-0.1833986179929665,-1.9244251033777249,0.2892565516383374,0.324887732035243,0.778033731487533,0.9970093828519516,0.8146530368678735,3.0,-0.4252806193568396,1.522115148824025,-1.0006086344757763
