UID,Treatment,lat,lon
3260,0,27.14174291,83.08747133
3261,0,27.23525753,82.92523559
3262,0,27.28619201,82.90664047
3263,0,27.12045284,83.02575707
3264,0,27.09215591,82.7856374
3265,0,27.12153082,82.9446392
3266,0,27.29346836,82.92873902
3267,0,27.08191511,82.79695617
3268,0,27.08191511,82.79318325
3269,0,27.11452396,83.13624985
3270,0,27.1773162,82.81770725
3271,0,27.11371547,83.12223613
3272,0,27.2169319,82.85947891
3273,0,27.19052143,82.82498361
3274,0,27.14012594,83.10337151
3275,0,27.23714399,82.91149137
3276,0,27.14551583,83.04543018
3277,0,27.18351457,82.94167476
3278,0,24.60445139,86.31547747
3279,0,24.51282323,86.40468018
3280,0,24.41850013,86.40953108
3281,0,24.5044689,86.3688374
3282,0,24.43709525,86.48256412
3283,0,24.62331601,86.50062025
3284,0,24.63059236,86.5531717
3285,0,24.61927359,86.56475997
3286,0,24.49395861,86.32787423
3287,0,24.57157305,86.4583096
3288,0,24.63167034,86.43782802
3289,0,24.63032287,86.13653307
3290,0,24.6039124,86.27047188
3291,0,24.46269724,86.32571827
3292,0,24.61145825,86.19663036
3293,0,24.50473839,86.37261033
3294,0,24.64945699,86.49199643
3295,0,24.41634417,86.41707693
3296,0,24.64757052,86.60356719
3297,0,24.63086186,86.61407747
3298,0,24.62789742,86.40225473
3299,0,24.5443541,86.3987513
3300,0,24.58558677,86.49010997
3301,0,24.55675085,86.33488108
3302,0,24.61550067,86.46262152
3303,0,24.524142,86.44806881
3304,0,24.5888207,86.39416989
3305,0,24.60552937,86.51705942
3306,0,24.38454381,86.41842441
3307,0,24.63652125,86.60060275
3308,0,24.60768533,86.44618235
3309,0,24.44679706,86.46989787
3310,0,24.60957179,86.44187043
3311,0,24.53707774,86.52730022
3312,0,24.58585626,86.34673885
3313,0,24.38885572,86.45750112
3314,0,24.6386772,86.47528776
3315,0,24.53168785,86.49684733
3316,0,24.65403839,86.57068885
3317,0,24.54300662,86.53700202
3318,0,24.48668226,86.38419859
3319,0,24.52764543,86.42623975
3320,0,24.44679706,86.47178433
3321,0,24.64730103,86.60383668
3322,0,24.37861493,86.4434874
3323,0,24.56241023,86.339193
3324,0,24.60175644,86.48121664
3325,0,24.4548819,86.45453668
3326,0,24.38211836,86.42327531
3327,0,24.55189995,86.34080997
3328,0,24.37322504,86.4537282
3329,0,24.61091926,86.46100455
3330,0,24.48425681,86.46666394
3331,0,24.61118875,86.55236321
3332,0,24.44383262,86.44995527
3333,0,24.65619435,86.15890112
3334,0,24.3950541,86.46100455
3335,0,24.49827052,86.39686484
3336,0,24.66481818,86.50547116
3337,0,24.55702034,86.5429309
3338,0,24.59043767,86.52999516
3339,0,24.46134977,86.41599895
3340,0,24.6087633,86.20255924
3341,0,24.62601096,86.41141755
3342,0,24.54004218,86.48391159
3343,0,24.45380392,86.32275383
3344,0,24.45649886,86.35590166
3345,0,24.62142955,86.42947368
3346,0,24.59582756,86.17884372
3347,0,24.55836782,86.54481737
3348,0,24.6437976,86.6030282
3349,0,24.46350572,86.43216863
3350,0,24.62035157,86.5232578
3351,0,24.43736475,86.42893469
3352,0,24.62062107,86.51382549
3353,0,24.46727865,86.38123415
3354,0,24.61981258,86.13464661
3355,0,24.49907901,86.42058036
3356,0,24.58585626,86.19312693
3357,0,24.60499038,86.51894589
3358,0,24.64595356,86.60545365
3359,0,24.55001348,86.55209372
3360,0,24.40098298,86.42785672
3361,0,24.47536348,86.29661285
3362,0,24.64703153,86.49927278
3363,0,24.60957179,86.22923921
3364,0,24.47401601,86.47313181
3365,0,24.61307522,86.14461791
3366,0,24.62196854,86.42058036
3367,0,24.53007088,86.3189809
3368,0,24.65457738,86.49657784
3369,0,24.55836782,86.363717
3370,0,24.6588893,86.50358469
3371,0,24.49719255,86.42031087
3372,0,24.58747323,86.37180184
3373,0,24.49503659,86.43001267
3374,0,24.58639525,86.30739264
3375,0,24.63813821,86.6078791
3376,0,24.41068478,86.42893469
3377,0,24.6287059,86.40171574
3378,0,24.43116637,86.40225473
3379,0,24.58828172,86.28152116
3380,0,24.48237034,86.44806881
3381,0,24.44868352,86.32490978
3382,0,24.62277702,86.50035076
3383,0,24.52872341,86.42165834
3384,0,24.47347702,86.33703704
3385,0,24.42308153,86.42839571
3386,0,24.60310392,86.26615997
3387,0,24.42200356,86.4636995
3388,0,24.46781764,86.48660654
3389,0,24.61577016,86.55344119
3390,0,24.58828172,86.3790782
3391,0,24.44733605,86.47582675
3392,0,24.44302413,86.34296592
3393,0,24.44652756,86.3491643
3394,0,24.46404471,86.44672134
3395,0,24.60552937,86.14057549
3396,0,24.39020319,86.41977188
3397,0,24.46997359,86.33595906
3398,0,24.64999598,86.15674516
3399,0,24.48129236,86.3343421
3400,0,24.56591366,86.3736883
3401,0,24.65592486,86.53646303
3402,0,24.46108027,86.47771321
3403,0,24.50312143,86.46693343
3404,0,24.43440031,86.37611376
3405,0,24.62277702,86.44294841
3406,0,24.56267973,86.35482368
3407,0,24.56133226,86.49307441
3408,0,24.52225554,86.4036022
3409,0,24.60660735,86.51220852
3410,0,24.61442269,86.56853289
3411,0,24.64568406,86.54023596
3412,0,24.55324742,86.43486358
3413,0,24.5791189,86.36668145
3414,0,24.48102287,86.38878
3415,0,24.58558677,86.43055166
3416,0,24.5990615,86.17587928
3417,0,24.39047269,86.4135735
3418,0,24.63328731,86.49738632
3419,0,24.54462359,86.34350491
3420,0,24.41095428,86.42004137
3421,0,24.61550067,86.51355599
3422,0,24.45676836,86.36425599
3423,0,24.48263984,86.48633704
3424,0,24.56968659,86.50654914
3425,0,24.52872341,86.41572946
3426,0,24.66212323,86.60518415
3427,0,24.6187346,86.4335161
3428,0,24.65727233,86.60545365
3429,0,24.66643514,86.14273145
3430,0,24.48991619,86.48310311
3431,0,24.46134977,86.34054047
3432,0,24.49800103,86.40818361
3433,0,24.57345951,86.37692224
3434,0,24.3802319,86.43675004
3435,0,24.45730735,86.39174444
3436,0,24.58477829,86.35509318
3437,0,24.44544958,86.46720293
3438,0,24.48237034,86.47070636
3439,0,24.61846511,86.52676123
3440,0,24.4497615,86.30631466
3441,0,24.60364291,86.189893
3442,0,24.47428551,86.29149246
3443,0,24.5392337,86.52756971
3444,0,24.43197486,86.49172693
3445,0,24.53195735,86.31817242
3446,0,24.48641276,86.38015617
3447,0,24.56726114,86.47690473
3448,0,24.59663605,86.37180184
3449,0,24.58855121,86.44968578
3450,0,24.66131475,86.51166953
3451,0,24.52548948,86.50897459
3452,0,24.52521998,86.41815491
3453,0,24.45245644,86.37934769
3454,0,24.58235283,86.49388289
3455,0,24.63409579,86.58497206
3456,0,24.56025428,86.51005256
3457,0,24.57184255,86.36479498
3458,0,24.48910771,86.49010997
3459,0,24.60175644,86.50978307
3460,0,24.62089056,86.17938271
3461,0,24.46350572,86.32167585
3462,0,24.48156186,86.44779932
3463,0,24.51740464,86.39012747
3464,0,24.44760554,86.34350491
3465,0,24.62951439,86.4337856
3466,0,24.4446411,86.4087226
3467,0,24.45083948,86.35697964
3468,0,24.60633785,86.28852802
3469,0,24.53519128,86.47016737
3470,0,24.61145825,86.19743885
3471,0,24.4794059,86.3890495
3472,0,24.62196854,86.52649173
3473,0,24.58612576,86.43324661
3474,0,24.61145825,86.56044805
3475,0,24.42200356,86.42812621
3476,0,24.46296673,86.43405509
3477,0,24.44652756,86.46935888
3478,0,24.59313262,86.2941874
3479,0,24.61496168,86.49172693
3480,0,24.62196854,86.43513307
3481,0,24.42227305,86.38985798
3482,0,24.52521998,86.33380311
3483,0,24.56941709,86.36964589
3484,0,24.48156186,86.3189809
3485,0,24.46620067,86.43594155
3486,0,24.54731854,86.33568957
3487,0,24.52090807,86.38878
3488,0,24.52225554,86.38581556
3489,0,24.51336222,86.43270762
3490,0,24.61280572,86.23058668
3491,0,24.52980139,86.45992657
3492,0,24.58693424,86.39470888
3493,0,24.63328731,86.13653307
3494,0,24.44275464,86.46639444
3495,0,24.60606836,86.18315563
3496,0,24.55863731,86.34054047
3497,0,24.44706655,86.46935888
3498,0,24.44221565,86.39066646
3499,0,24.44221565,86.44645184
3500,0,24.61981258,86.54778181
3501,0,24.61711764,86.52406628
3502,0,24.47482449,86.38258163
3503,0,24.47186005,86.31655545
3504,0,24.51066727,86.32356231
3505,0,24.55675085,86.47906069
3506,0,24.6386772,86.46154354
3507,0,24.43359182,86.42516177
3508,0,24.47751944,86.35940509
3509,0,24.60445139,86.52029336
3510,0,24.50231294,86.33865401
3511,0,24.42766294,86.37153235
3512,0,24.41769164,86.41276502
3513,0,24.47239904,86.48768451
3514,0,24.61981258,86.21226105
3515,0,24.66535717,86.47313181
3516,0,24.46781764,86.44779932
3517,0,24.46593117,86.31817242
3518,0,24.46862612,86.31574697
3519,0,24.52737594,86.42084986
3520,0,24.42712395,86.38231213
3521,0,24.5888207,86.41680744
3522,0,24.46727865,86.37934769
3523,0,24.41014579,86.42947368
3524,0,24.51794363,86.34970329
3525,0,24.56645265,86.48202513
3526,0,24.55944579,86.55020726
3527,0,24.58343081,86.55047675
3528,0,24.65915879,86.48472007
3529,0,24.47078208,86.35994408
3530,0,24.57615446,86.58470256
3531,0,24.52360301,86.40441069
3532,0,24.4597328,86.413843
3533,0,24.45272594,86.37557477
3534,0,24.60337341,86.51301701
3535,0,24.6588893,86.14596538
3536,0,24.58855121,86.43216863
3537,0,24.58477829,86.3639865
3538,0,24.44895301,86.31224354
3539,0,24.53357431,86.4734013
3540,0,24.62628045,86.43162964
3541,0,24.66158424,86.60653163
3542,0,24.56699164,86.57338379
3543,0,24.48102287,86.31951989
3544,0,24.54570157,86.41977188
3545,0,24.47374652,86.40737513
3546,0,24.45542088,86.3340726
3547,0,24.62358551,86.45103325
3548,0,24.66185374,86.50493217
3549,0,24.58962919,86.58173812
3550,0,24.42901042,86.48876249
3551,0,24.44706655,86.33865401
3552,0,24.58073587,86.36263903
3553,0,24.63598226,86.46343
3554,0,24.46296673,86.38500708
3555,0,24.51255374,86.44483488
3556,0,24.61684814,86.57634823
3557,0,24.58747323,86.40441069
3558,0,24.56214074,86.3292217
3559,0,24.55728984,86.43324661
3560,0,24.42793244,86.37126285
3561,0,24.37915392,86.46019607
3562,0,24.43197486,86.3788087
3563,0,24.44544958,86.33003018
3564,0,24.61577016,86.53754101
3565,0,24.64945699,86.59979426
3566,0,24.57319002,86.50547116
3567,0,24.45164796,86.30874011
3568,0,24.51282323,86.43324661
3569,0,24.63490428,86.58497206
3570,0,24.53465229,86.31466899
3571,0,24.44032919,86.44510437
3572,0,24.48479579,86.31817242
3573,0,24.45811583,86.40117675
3574,0,24.50042648,86.41007007
3575,0,24.63355681,86.50520166
3576,0,24.66778262,86.44806881
3577,0,24.48156186,86.4537282
3578,0,24.53087937,86.42570076
3579,0,24.52629796,86.33218614
3580,0,24.62547197,86.1500078
3581,0,24.58531727,86.34997278
3582,0,24.41850013,86.39686484
3583,0,24.64784002,86.53781051
3584,0,24.44706655,86.46531646
3585,0,24.39721005,86.41060906
3586,0,24.61927359,86.44941628
3587,0,24.40367792,86.42273632
3588,0,24.64433659,86.54373939
3589,0,24.6586198,86.15620617
3590,0,24.65430789,86.43998397
3591,0,24.40933731,86.40117675
3592,0,24.60849381,86.59656033
3593,0,24.59259363,86.49442188
3594,0,24.58801222,86.43001267
3595,0,24.57561547,86.37422729
3596,0,24.45137847,86.35724913
3597,0,24.64110265,86.57742621
3598,0,24.54866601,86.47636574
3599,0,24.4397902,86.41195654
3600,0,24.44167666,86.46585545
3601,0,24.62412449,86.50385419
3602,0,24.44787504,86.32625726
3603,0,24.67317251,86.1696809
3604,0,24.45595987,86.46935888
3605,0,27.18917396,83.56824967
3606,0,27.06035555,83.63562332
3607,0,27.19941475,83.50087603
3608,0,27.09323388,83.45182801
3609,0,27.03987396,83.45937386
3610,0,27.21720139,83.63319787
3611,0,27.10913407,83.50114552
3612,0,27.10509165,83.5669022
3613,0,27.19779778,83.62134011
3614,0,27.25924255,83.6264605
3615,0,27.22339977,83.58927025
3616,0,27.26382396,83.56447675
3617,0,27.05038425,83.7560874
3618,0,26.98166313,83.71943613
3619,0,27.05011475,83.75770437
3620,0,27.10293569,83.41409877
3621,0,27.25061872,83.5919652
3622,0,27.037718,83.69006122
3623,0,26.99864129,83.54156971
3624,0,27.19267739,83.61837567
3625,0,26.95983407,83.68089841
3626,0,27.1072476,83.44482115
3627,0,27.21450645,83.51569823
3628,0,27.21827937,83.52270509
3629,0,27.07032685,83.70676989
3630,0,27.18944345,83.56878866
3631,0,27.09080843,83.45533144
3632,0,27.21585392,83.60786538
3633,0,27.10697811,83.49845057
3634,0,26.91671493,83.60624841
3635,0,27.10886457,83.56851917
3636,0,27.11344598,83.57337007
3637,0,27.21908786,83.60382296
3638,0,27.18351457,83.67847296
3639,0,27.10859508,83.50033704
3640,0,27.18782648,83.57283108
3641,0,26.96010356,83.5669022
3642,0,27.11155952,83.57875996
3643,0,27.07383027,83.4674587
3644,0,27.03879598,83.68979173
3645,0,27.19887576,83.50491844
3646,0,26.9878615,83.52351357
3647,0,27.21639291,83.63292837
3648,0,27.16384147,83.54722909
3649,0,27.21827937,83.51812368
3650,0,27.07544724,83.46961465
3651,0,27.09134742,83.43538884
3652,0,27.18809598,83.52755599
3653,0,27.10967305,83.41329029
3654,0,26.93881349,83.62619101
3655,0,27.21854887,83.60382296
3656,0,27.20992504,83.50464895
3657,0,27.0926949,83.43377187
3658,0,27.09538984,83.44482115
3659,0,26.99675482,83.54345617
3660,0,27.11102053,83.4372753
3661,0,27.1773162,83.676317
3662,0,27.16276349,83.61002133
3663,0,27.08487955,83.44401267
3664,0,27.21100302,83.53132891
3665,0,27.08973046,83.43350238
3666,0,27.19725879,83.59304317
3667,0,27.25600861,83.5720226
3668,0,27.0773337,83.47204011
3669,0,27.21342847,83.63131141
3670,0,27.10697811,83.42999895
3671,0,27.2220523,83.58927025
3672,0,26.9180624,83.59978054
3673,0,27.03717901,83.46099083
3674,0,27.00214471,83.53941375
3675,0,27.21100302,83.63589281
3676,0,26.99459887,83.52782548
3677,0,27.17569923,83.59007873
3678,0,27.22124381,83.59843307
3679,0,27.09350338,83.44023974
3680,0,27.11021204,83.43538884
3681,0,27.11344598,83.58037693
3682,0,27.03502305,83.48955725
3683,0,27.08892197,83.42838198
3684,0,27.05577414,83.53267639
3685,0,27.05819959,83.40358848
3686,0,27.15144472,83.54426465
3687,0,27.02181782,83.40466646
3688,0,26.9978328,83.38122043
3689,0,26.988131,83.36046935
3690,0,27.09565934,83.43323289
3691,0,27.20965555,83.50788289
3692,0,26.95875609,83.72752097
3693,0,27.18890446,83.65933884
3694,0,27.11587143,83.48012494
3695,0,27.0827236,83.46099083
3696,0,27.07463876,83.46880617
3697,0,27.04418587,83.46880617
3698,0,27.15899056,83.5865753
3699,0,27.06655392,83.70596141
3700,0,27.22878966,83.62295707
3701,0,27.26786638,83.57067512
3702,0,27.1573736,83.58468884
3703,0,27.10940356,83.57094462
3704,0,27.18081963,83.52324408
3705,0,26.96360699,83.70326646
3706,0,27.21585392,83.62511303
3707,0,27.04876728,83.56097332
3708,0,27.09458136,83.43997025
3709,0,27.21854887,83.59627711
3710,0,27.20264869,83.62134011
3711,0,27.1622245,83.54561213
3712,0,26.95713912,83.55746989
3713,0,27.04849778,83.66904065
3714,0,27.19159941,83.68224588
3715,0,26.98543605,83.50384047
3716,0,27.10994255,83.43538884
3717,0,27.08514905,83.46287729
3718,0,27.11614092,83.47985545
3719,0,27.05442666,83.53510184
3720,0,27.20615212,83.60436195
3721,0,26.98678352,83.50437946
3722,0,27.20669111,83.60409245
3723,0,27.10913407,83.56986664
3724,0,27.21504544,83.52324408
3725,0,27.17677721,83.6765865
3726,0,27.10697811,83.44428216
3727,0,27.26032053,83.62807747
3728,0,27.22825067,83.61541122
3729,0,27.21342847,83.62807747
3730,0,27.18620952,83.68305437
3731,0,27.00052775,83.53725779
3732,0,26.96145103,83.46665021
3733,0,27.04095194,83.46072133
3734,0,27.21935735,83.59412115
3735,0,27.21369796,83.52135761
3736,0,26.91509796,83.60301447
3737,0,27.21881836,83.59924155
3738,0,27.10859508,83.44967205
3739,0,27.1918689,83.53105942
3740,0,27.22420825,83.52108812
3741,0,27.11641042,83.57552603
3742,0,27.09700681,83.55046303
3743,0,27.09296439,83.52432205
3744,0,27.21450645,83.53078992
3745,0,27.07086583,83.70730888
3746,0,26.97977666,83.35696592
3747,0,27.112368,83.58010743
3748,0,26.96172053,83.57714299
3749,0,27.08999995,83.44805509
3750,0,27.09700681,83.55208
3751,0,27.17138731,83.61541122
3752,0,27.11129002,83.41490725
3753,0,27.01912287,83.52540003
3754,0,27.21747089,83.59546863
3755,0,27.08676601,83.44967205
3756,0,26.9978328,83.48066393
3757,0,27.09404237,83.4472466
3758,0,26.99837179,83.51758469
3759,0,27.16842287,83.61514173
3760,0,27.0328671,83.62915545
3761,0,27.23983894,83.58307187
3762,0,27.21396746,83.53617982
3763,0,26.96522396,83.61702819
3764,0,27.24037793,83.58738379
3765,0,27.01130753,83.70434444
3766,0,27.08946096,83.4275735
